username,transacion_date,amount
emily65,2023-03-24 15:33:03.000000,227.89
kelleybobby,2023-02-28 15:54:29.000000,541.6
gabriella40,2023-02-13 05:12:50.000000,979.95
steve39,2023-04-07 12:27:56.000000,730.92
ebuchanan,2022-12-18 09:30:47.000000,613.55
kberg,2023-03-12 20:12:27.000000,557.18
vlopez,2023-03-09 13:26:20.000000,96.83
khancock,2023-03-20 17:24:12.000000,752.54
tstevens,2023-04-08 19:55:36.000000,843.53
baxtertiffany,2023-03-01 20:51:11.000000,830.51
stevensconnor,2023-01-23 12:07:48.000000,991.99
hunter84,2023-03-06 21:03:55.000000,495.7
laurie63,2023-01-02 16:05:44.000000,829.37
joannaparker,2023-03-07 03:36:48.000000,704.11
morrowjames,2022-12-14 02:01:04.000000,188.3
petersbrian,2023-03-26 11:48:50.000000,994.78
andersonmargaret,2023-01-07 08:33:18.000000,956.98
matthewsbrian,2023-03-31 12:58:03.000000,372.78
chadevans,2023-03-21 15:46:27.000000,670.42
christophergalvan,2023-02-28 22:04:34.000000,855.97
jason96,2023-03-07 05:17:59.000000,601.68
jbrown,2023-01-14 17:14:44.000000,212.65
gramos,2023-01-13 04:47:07.000000,499.83
andrew41,2022-12-16 14:47:35.000000,177.24
kelly15,2023-03-18 11:37:08.000000,318.35
schmidtheather,2023-02-27 18:23:43.000000,168.44
catherine85,2023-01-11 14:50:06.000000,186.58
tabitha19,2023-02-10 12:04:03.000000,847.84
gmarquez,2023-03-28 04:36:01.000000,229.8
emilyalvarez,2022-12-27 15:59:34.000000,294.97
guybray,2023-02-22 19:32:18.000000,454.05
emilyhowell,2023-02-01 18:17:08.000000,427.91
qherrera,2023-03-14 06:10:28.000000,152.64
dalvarez,2023-01-14 02:55:11.000000,137.13
jmcintyre,2023-03-31 23:46:21.000000,331.59
ray49,2023-02-24 05:46:18.000000,195.86
jonathanhumphrey,2022-12-20 17:26:13.000000,592.39
uhull,2023-01-01 09:11:37.000000,431.67
paul28,2023-01-24 14:46:18.000000,816.4
markbaird,2022-12-26 23:10:02.000000,329.54
jessicamitchell,2023-02-19 15:21:35.000000,359.77
mhowell,2023-01-21 14:25:40.000000,772.45
johnsonangela,2023-01-30 06:33:47.000000,963.17
jordanpaul,2023-02-22 13:08:56.000000,562.19
melissa96,2023-03-05 20:49:27.000000,515.26
shawn07,2022-12-27 21:11:55.000000,318.73
hubbardbrenda,2023-01-19 12:49:32.000000,682.85
hallcarol,2023-02-17 23:53:36.000000,317.9
madison17,2023-01-08 14:11:25.000000,81.04
heathercarr,2023-01-17 16:47:06.000000,370.46
william46,2022-12-22 20:30:22.000000,968.15
patricia15,2023-02-22 20:17:24.000000,428.93
laurenmurray,2023-03-13 00:06:33.000000,672.67
adriennehamilton,2023-01-02 08:58:38.000000,84.45
fgarrison,2023-02-22 05:16:31.000000,558.73
jason42,2023-01-27 07:09:20.000000,465.15
adamcurry,2023-02-09 03:05:07.000000,579.54
eric59,2023-02-15 06:01:20.000000,789.1
jmoreno,2023-01-28 09:51:00.000000,747.57
davidandersen,2023-02-09 20:49:02.000000,467.22
claytonhodge,2023-04-04 21:26:42.000000,598.33
stephanie56,2022-12-15 21:44:26.000000,758.89
craig03,2023-01-20 06:30:02.000000,125.1
kelly32,2022-12-25 01:38:44.000000,874.87
jenna73,2022-12-11 04:55:50.000000,573.35
lfarrell,2023-01-28 14:14:06.000000,227.87
omoore,2023-04-04 07:56:00.000000,420.77
alexandriajimenez,2023-01-22 04:58:08.000000,703.14
michael28,2023-02-14 03:26:55.000000,177.18
zhoward,2023-03-11 07:35:16.000000,109.11
idavis,2023-01-21 06:36:07.000000,113.57
martinezchristina,2022-12-21 01:01:37.000000,707.15
deannaperez,2023-01-09 10:51:35.000000,688.75
reneevargas,2023-02-23 06:39:46.000000,597.55
carrolljames,2022-12-27 05:06:05.000000,533.0
qcobb,2023-03-31 20:22:02.000000,656.79
escobarjesse,2023-03-15 09:35:48.000000,390.45
kimberlyduncan,2022-12-30 12:38:23.000000,896.44
drew83,2023-03-17 20:58:35.000000,935.36
petersondaniel,2023-02-14 05:09:28.000000,462.56
barbarabrooks,2023-04-07 04:20:13.000000,762.74
francisjeanette,2023-04-07 05:33:17.000000,817.32
alyssaortega,2023-04-06 06:44:08.000000,161.06
john49,2023-04-04 19:16:12.000000,359.08
markyoung,2023-02-08 19:35:10.000000,964.49
mirandamann,2023-02-22 19:05:21.000000,758.01
maria90,2023-03-20 12:30:07.000000,464.41
brianlewis,2023-03-17 10:22:03.000000,943.32
sarahkelly,2023-03-27 00:40:11.000000,359.26
martinevans,2023-01-23 00:17:22.000000,173.14
choward,2022-12-28 10:06:08.000000,489.19
ksanchez,2023-01-30 06:15:44.000000,746.47
valdezrobert,2023-04-03 20:35:06.000000,465.83
khall,2023-01-18 21:30:56.000000,823.82
kunderwood,2023-01-15 04:14:31.000000,993.07
amyers,2023-01-25 04:55:30.000000,769.57
christopher04,2022-12-27 22:40:07.000000,116.73
lance77,2023-03-14 12:44:45.000000,849.17
fmurphy,2022-12-26 17:36:24.000000,172.55
mark96,2023-03-08 16:54:26.000000,822.91
powelllaura,2023-04-03 07:14:43.000000,463.38
smithkristy,2022-12-15 11:59:44.000000,894.68
hessgrace,2023-03-14 02:14:41.000000,565.29
rossbarbara,2023-03-18 08:48:23.000000,612.17
jadams,2023-01-23 00:47:00.000000,738.54
tina88,2023-02-15 07:55:30.000000,681.41
melissa10,2022-12-13 08:07:54.000000,765.8
pharding,2022-12-14 05:18:30.000000,152.06
james80,2022-12-11 13:03:51.000000,110.19
pamela39,2023-03-31 15:52:25.000000,301.57
hlittle,2023-01-28 06:55:22.000000,648.56
alexasteele,2023-02-06 14:46:44.000000,957.44
tuckerstephen,2023-02-08 03:05:36.000000,953.22
lorraine15,2022-12-27 06:39:29.000000,644.42
moorebilly,2023-01-07 04:18:06.000000,562.46
tami17,2022-12-11 10:21:37.000000,339.41
barbaraperez,2023-04-09 08:08:19.000000,504.03
roberta22,2023-03-11 11:28:12.000000,912.45
aimeelopez,2023-03-18 15:54:42.000000,734.01
lmueller,2023-02-20 17:48:24.000000,544.1
markoconnor,2023-01-23 15:02:39.000000,665.56
lisawatson,2023-03-05 02:10:49.000000,512.67
alexishiggins,2023-01-25 05:37:49.000000,159.29
obrienjennifer,2022-12-24 03:51:52.000000,715.25
jessicadavis,2023-04-09 14:26:33.000000,316.73
marymoore,2023-02-28 11:33:06.000000,67.6
zcastro,2022-12-10 09:40:29.000000,785.0
mario46,2023-02-01 01:55:41.000000,115.56
stephanie29,2023-02-20 02:50:32.000000,146.8
monicasantana,2023-01-19 03:03:42.000000,386.88
carl89,2023-01-15 07:05:32.000000,439.22
brooke83,2022-12-15 05:06:18.000000,468.07
jonesrobert,2022-12-26 07:04:32.000000,345.18
isaacevans,2022-12-15 00:55:25.000000,815.2
mlawrence,2023-02-15 15:32:45.000000,749.43
donald61,2022-12-13 07:52:38.000000,164.65
vbarker,2022-12-30 02:46:48.000000,319.94
ywarren,2023-02-16 04:37:35.000000,623.65
oliverrenee,2022-12-18 03:57:05.000000,833.71
jamesparker,2023-03-04 08:16:48.000000,608.73
delgadojulie,2022-12-13 14:32:44.000000,761.68
larrykoch,2022-12-11 03:49:38.000000,475.21
bowmanmatthew,2023-03-21 18:04:01.000000,337.43
shane16,2023-01-04 21:26:35.000000,683.15
ricardo09,2023-02-21 09:03:47.000000,276.22
jonesnatalie,2023-01-02 12:24:21.000000,677.19
mirandarebecca,2023-02-23 11:08:04.000000,732.73
msanders,2023-02-27 04:49:05.000000,235.81
george28,2022-12-22 13:45:01.000000,572.56
utaylor,2023-01-22 09:02:23.000000,271.48
lisa46,2023-01-04 11:11:55.000000,83.23
heather59,2022-12-22 01:21:08.000000,750.88
moonmary,2023-01-12 15:34:41.000000,462.28
jasmine38,2023-03-10 09:15:55.000000,780.24
qdavis,2023-02-09 16:31:12.000000,105.34
michaelhunter,2023-01-11 12:08:15.000000,233.29
michael33,2022-12-17 08:55:50.000000,502.74
sarah64,2023-03-20 02:01:07.000000,779.32
melvinmunoz,2023-02-09 07:38:02.000000,798.23
penaclaudia,2023-02-20 01:52:42.000000,852.34
adamlogan,2023-01-11 08:13:40.000000,588.57
carolynsmith,2023-03-04 21:59:47.000000,285.73
hwolfe,2023-02-27 00:48:43.000000,223.64
alexanderzachary,2022-12-25 23:33:48.000000,490.06
robertsharp,2023-04-08 05:33:05.000000,524.27
pamhoffman,2023-02-03 02:50:13.000000,316.45
hoganjennifer,2023-04-09 23:25:35.000000,986.12
charles52,2023-01-16 14:26:03.000000,394.0
alewis,2023-02-21 18:40:30.000000,987.8
rhammond,2023-02-12 12:11:17.000000,451.88
fpeterson,2023-02-16 01:45:57.000000,466.19
bryanlawson,2023-01-21 14:20:51.000000,647.65
matthew35,2023-03-17 21:11:29.000000,633.42
cohenstacy,2023-01-09 04:46:03.000000,123.6
fernandogarza,2023-02-15 06:43:31.000000,942.87
gwilson,2022-12-18 07:53:45.000000,505.63
mollybean,2023-02-07 23:30:02.000000,996.27
dmalone,2023-01-18 16:43:38.000000,190.32
cynthiawilliams,2023-01-17 05:52:27.000000,811.38
guy36,2023-02-15 07:56:01.000000,531.96
aatkinson,2023-03-02 19:31:57.000000,953.4
uscott,2023-03-30 15:07:02.000000,815.33
grantjennifer,2023-01-20 15:39:42.000000,408.88
bryan41,2023-02-13 22:14:30.000000,713.02
sherryhill,2023-02-11 00:58:04.000000,439.14
christina60,2023-01-24 17:43:33.000000,857.03
bookerpatrick,2023-01-11 20:35:58.000000,786.0
christopherwilson,2023-03-11 03:00:41.000000,927.59
colebrandon,2023-01-15 12:48:42.000000,628.46
timothy57,2023-03-01 17:05:41.000000,925.85
shelbybrown,2022-12-15 02:49:01.000000,617.66
mullenrachel,2023-02-17 14:24:20.000000,601.48
wbrandt,2023-02-21 22:25:08.000000,561.95
morenocraig,2022-12-20 14:05:03.000000,809.05
christopher99,2023-03-30 22:27:57.000000,567.21
natalie47,2022-12-20 03:41:19.000000,636.77
rushgabriela,2023-02-19 23:41:51.000000,707.12
fischerdavid,2023-04-06 12:36:13.000000,50.13
marquezanna,2023-02-06 04:51:39.000000,438.38
marieparsons,2023-03-29 14:44:06.000000,845.81
kellykemp,2023-01-15 23:43:34.000000,268.61
john34,2023-02-23 11:01:29.000000,820.85
marywarren,2023-03-19 04:26:56.000000,274.61
ryan42,2023-03-15 03:43:17.000000,960.8
michellemccarthy,2023-03-29 12:39:29.000000,559.34
timothy05,2023-02-25 20:15:03.000000,887.16
johnferguson,2023-04-03 03:16:14.000000,583.48
christopherfernandez,2022-12-13 01:19:46.000000,815.82
michael18,2023-02-04 15:03:18.000000,884.67
amanda69,2023-02-25 04:04:27.000000,761.99
weaverkristen,2023-01-23 11:31:05.000000,561.85
andrewmcdowell,2023-02-01 21:49:47.000000,623.1
garciashane,2023-03-31 21:34:46.000000,88.51
lroberson,2022-12-25 18:27:59.000000,285.48
lopezdorothy,2022-12-24 09:00:47.000000,312.11
snyderamy,2023-01-26 11:18:35.000000,805.25
karla36,2023-03-14 02:59:46.000000,563.2
ladkins,2023-02-27 14:44:44.000000,589.61
cookashley,2023-04-08 06:15:45.000000,460.33
garciakaren,2023-03-08 00:49:55.000000,438.43
allison78,2023-01-31 00:27:31.000000,844.58
phelpstammy,2022-12-28 01:30:53.000000,302.78
benjaminvincent,2023-03-16 03:41:06.000000,845.66
ibaldwin,2023-04-05 19:04:14.000000,849.7
michaelcarter,2023-01-04 12:04:55.000000,52.58
matthewsjennifer,2023-04-08 12:04:01.000000,689.87
lauramatthews,2023-03-30 00:20:37.000000,843.7
markrodriguez,2023-02-14 04:14:29.000000,696.7
williamsstacey,2023-04-09 00:58:05.000000,546.44
jessicaherring,2023-03-08 10:00:10.000000,629.25
savagerobert,2022-12-15 23:26:15.000000,891.15
heatherstevens,2023-03-09 09:41:15.000000,999.81
rdean,2023-01-22 21:03:32.000000,822.79
brownkatherine,2023-02-21 11:11:39.000000,996.93
sharonmelendez,2023-02-23 12:03:07.000000,499.82
scott74,2023-04-04 22:41:48.000000,892.42
fcarter,2023-02-24 19:22:17.000000,76.57
ryanwilliams,2023-04-02 12:37:01.000000,414.56
edwardskim,2023-03-10 08:04:09.000000,636.09
kimberlymcneil,2023-03-27 11:22:39.000000,229.4
gjackson,2022-12-10 07:46:22.000000,770.89
rodney09,2023-03-01 06:33:25.000000,119.83
zrobinson,2023-02-05 02:46:55.000000,872.99
alison78,2023-03-24 12:46:54.000000,422.7
shawgary,2023-03-15 04:56:34.000000,503.0
johncox,2023-03-08 07:52:43.000000,894.61
danataylor,2023-02-24 11:41:00.000000,602.24
bbuck,2023-01-13 17:08:27.000000,793.01
javierchandler,2023-02-20 18:55:35.000000,97.38
hollandjoshua,2023-01-28 18:33:34.000000,926.05
caitlynfisher,2023-02-14 21:19:01.000000,176.01
edwardcain,2022-12-30 23:53:24.000000,349.06
amanda50,2023-02-24 15:27:38.000000,688.52
taylor69,2023-01-03 22:58:15.000000,886.97
leslie28,2023-01-03 04:14:59.000000,218.51
christopher10,2023-04-09 20:44:53.000000,589.08
charles56,2023-03-27 07:27:53.000000,180.51
joshua20,2023-03-14 17:21:14.000000,800.56
romeromichael,2023-02-04 08:08:20.000000,192.56
michelle32,2023-02-02 02:37:12.000000,663.52
jacksonchristian,2022-12-27 05:13:04.000000,468.2
arosario,2023-02-05 18:08:29.000000,353.15
opoole,2023-01-07 08:57:21.000000,85.96
kevinsanders,2023-03-10 14:51:55.000000,526.57
williamsdustin,2023-02-14 20:16:59.000000,924.79
annascott,2023-04-07 18:58:36.000000,535.24
efoster,2023-03-14 22:20:52.000000,304.93
walkerbarbara,2022-12-30 16:27:29.000000,986.61
charles50,2022-12-22 18:08:39.000000,527.18
paul67,2023-04-01 14:58:51.000000,417.73
benjamin18,2023-03-03 13:06:43.000000,484.85
michealreyes,2023-01-28 08:46:28.000000,329.46
dedwards,2023-01-09 16:29:31.000000,432.85
cwest,2023-04-01 01:15:15.000000,381.6
icole,2023-01-10 08:40:41.000000,262.64
broman,2023-03-08 15:52:58.000000,734.05
grahamjames,2023-03-05 01:39:11.000000,707.11
nathan74,2022-12-18 03:05:24.000000,607.24
frobbins,2022-12-28 21:55:23.000000,728.03
eparrish,2023-01-22 20:16:42.000000,856.96
lellis,2023-01-12 19:02:24.000000,197.22
sarahblackwell,2023-03-28 10:20:31.000000,188.87
caroline06,2023-04-07 05:52:05.000000,895.69
carterkeith,2023-03-11 13:30:49.000000,212.16
josephmolina,2023-02-09 05:09:51.000000,653.53
zgarza,2023-03-27 00:00:56.000000,308.11
frank26,2023-01-15 18:53:30.000000,472.57
james96,2023-02-05 08:49:19.000000,196.5
rodneyjimenez,2023-01-09 03:38:14.000000,268.84
rojasrodney,2023-02-15 09:28:57.000000,864.91
kpena,2022-12-15 08:33:42.000000,432.14
guerreropamela,2023-03-30 18:43:29.000000,534.4
karl63,2023-01-13 23:51:09.000000,387.75
holtrobert,2023-01-21 22:11:33.000000,995.72
vanessa81,2023-03-28 10:41:11.000000,944.37
jamie25,2023-02-01 05:45:59.000000,360.8
robertsshannon,2023-01-29 03:27:38.000000,642.42
omaddox,2023-02-22 16:26:36.000000,264.1
mbrown,2023-01-14 22:21:57.000000,708.21
myersdiana,2023-03-21 08:31:54.000000,424.06
youngtravis,2023-02-10 07:05:54.000000,993.69
alexandra30,2023-02-13 08:00:55.000000,492.02
mckenziejoseph,2023-02-07 21:33:59.000000,53.24
patrick72,2022-12-23 22:05:58.000000,183.68
qwilliamson,2022-12-22 20:06:08.000000,631.61
vdavis,2023-04-06 06:27:12.000000,295.59
toddphillips,2023-03-21 11:02:22.000000,160.15
kaylee62,2023-02-09 23:22:33.000000,948.74
bwilliams,2022-12-12 14:13:11.000000,822.04
ortegakaren,2023-01-25 10:07:08.000000,640.61
brownjohn,2023-01-01 22:20:31.000000,293.71
robertcooper,2023-03-27 08:14:50.000000,364.39
natalieboyd,2022-12-25 09:07:00.000000,851.43
ikelly,2023-01-12 04:46:01.000000,180.21
smack,2023-01-04 11:07:13.000000,613.0
dana26,2023-03-09 15:31:08.000000,518.09
acollins,2022-12-22 03:34:47.000000,72.19
nathaniel63,2022-12-24 19:20:52.000000,69.66
davidcoffey,2023-01-28 00:29:21.000000,59.06
fitzgeraldchristina,2023-03-06 08:27:03.000000,143.72
jeffreyaguirre,2023-03-30 11:09:40.000000,432.92
qstanley,2023-02-01 09:55:54.000000,764.81
daniel05,2023-02-03 21:30:53.000000,800.72
teresaking,2023-01-14 12:32:12.000000,788.64
lawrence20,2023-01-04 15:10:45.000000,744.55
carolyn05,2023-01-28 20:12:53.000000,426.91
cwagner,2023-01-02 11:17:43.000000,259.48
sarahanderson,2023-04-09 08:06:56.000000,78.14
gabriellemontgomery,2023-04-01 02:47:04.000000,129.7
tylerlaurie,2023-01-16 20:34:44.000000,855.49
rhall,2023-02-02 14:02:11.000000,911.33
wrobinson,2023-03-15 10:15:45.000000,218.12
teresagraham,2023-02-09 07:32:04.000000,207.59
lindsaylewis,2023-01-04 19:06:12.000000,743.99
kenneth06,2023-03-06 07:35:38.000000,965.07
yvonneschwartz,2023-03-15 13:46:32.000000,675.4
lanestanley,2023-03-29 23:08:01.000000,364.78
nicolechandler,2023-03-12 23:26:10.000000,460.23
hallphillip,2023-01-20 15:34:07.000000,343.61
whiteangela,2022-12-13 10:50:34.000000,525.83
jenniferallen,2023-01-16 08:23:34.000000,858.49
millerwendy,2022-12-23 14:44:26.000000,931.61
donald58,2023-02-03 04:52:01.000000,672.39
michael53,2023-04-02 23:28:36.000000,981.15
patriciapowell,2023-01-30 05:59:53.000000,55.13
julia95,2023-01-06 22:53:26.000000,551.47
jimchapman,2023-03-27 11:23:45.000000,579.95
laurie97,2023-03-06 02:50:48.000000,735.69
patrick05,2022-12-15 17:13:41.000000,585.98
leemanuel,2023-03-19 01:37:54.000000,747.12
cadams,2023-03-07 18:49:44.000000,505.94
leslieadams,2023-03-14 21:39:47.000000,655.19
christopher67,2022-12-31 20:57:02.000000,644.86
reyesjonathan,2023-03-31 00:31:10.000000,779.67
uwarren,2023-03-01 15:43:58.000000,737.9
mramos,2023-03-30 12:35:16.000000,880.45
joserodriguez,2023-04-09 15:35:46.000000,585.57
ayoung,2023-02-10 05:20:47.000000,554.29
dballard,2023-01-25 06:35:20.000000,669.01
vanessa28,2023-04-08 11:25:24.000000,966.16
joseph50,2023-01-06 14:32:37.000000,326.35
mooneyrebecca,2023-03-06 06:58:18.000000,573.46
brittany02,2023-03-13 04:14:33.000000,147.35
robertknox,2023-02-20 18:28:18.000000,96.05
donaldjimenez,2023-04-03 04:30:00.000000,864.58
farmerkatherine,2023-03-31 09:57:57.000000,125.65
ngreen,2023-01-10 21:29:03.000000,516.02
ashleylawrence,2023-01-20 08:41:43.000000,822.75
pcox,2022-12-26 11:48:33.000000,722.02
santoscatherine,2023-02-07 02:17:10.000000,723.06
jamesharris,2023-01-17 02:23:12.000000,594.26
along,2022-12-17 23:38:37.000000,317.55
suttonmitchell,2022-12-23 14:09:36.000000,77.69
dawn93,2022-12-22 18:23:28.000000,700.09
rharmon,2023-01-03 21:26:31.000000,349.18
loriturner,2023-03-11 20:15:45.000000,836.46
robertrobinson,2023-03-01 12:50:37.000000,57.24
vmarshall,2023-01-02 16:08:02.000000,65.28
pattersonmegan,2023-04-07 12:58:04.000000,486.36
rebecca96,2023-03-29 08:04:26.000000,937.02
beckamy,2023-01-10 03:28:01.000000,327.2
daviswendy,2022-12-20 12:31:39.000000,392.85
christian63,2022-12-12 03:30:11.000000,756.14
christopher53,2023-03-28 05:53:57.000000,509.47
jefferybrown,2023-02-12 16:34:02.000000,576.53
fjones,2023-01-16 03:40:04.000000,413.48
fmartin,2023-01-27 20:24:12.000000,968.06
andrewsmichelle,2023-01-22 23:29:46.000000,93.83
leslie89,2023-01-26 12:09:55.000000,983.86
barryrebecca,2022-12-19 08:44:48.000000,179.33
brandon90,2023-01-02 01:14:37.000000,785.03
wellschristopher,2023-02-18 04:29:52.000000,84.48
tracibrewer,2022-12-12 10:34:12.000000,648.05
barbermichael,2023-02-27 09:32:31.000000,685.22
dylancarey,2023-04-09 12:06:22.000000,96.53
payneanthony,2022-12-16 14:00:59.000000,773.63
laurasantos,2023-01-30 06:29:19.000000,813.36
thomas06,2023-02-08 10:20:33.000000,607.67
aparker,2023-03-26 03:48:58.000000,335.22
deborahpugh,2023-01-03 19:16:44.000000,347.66
burnsrhonda,2023-03-25 06:43:42.000000,908.53
jennifer21,2023-03-28 09:44:48.000000,732.55
benjaminhancock,2023-03-25 18:06:51.000000,571.42
zhernandez,2023-02-26 11:26:00.000000,574.48
michelle54,2023-04-07 11:49:49.000000,389.54
katelyn06,2023-03-30 04:58:09.000000,301.15
abigail49,2023-03-25 13:34:15.000000,820.81
ethompson,2023-03-23 05:36:11.000000,286.91
brian31,2023-04-07 06:09:56.000000,471.79
colemandawn,2023-02-22 09:35:25.000000,972.61
davisjessica,2023-01-03 11:03:04.000000,425.27
hannahlucas,2023-03-05 03:09:50.000000,644.75
campbellmichael,2023-02-21 07:07:05.000000,154.94
craigedwards,2023-01-07 02:40:50.000000,548.88
robertanderson,2023-02-02 13:39:12.000000,799.32
bakerkatie,2023-03-29 09:27:03.000000,776.28
jonathanmiller,2023-02-19 02:25:30.000000,103.21
browneric,2023-01-03 22:31:23.000000,514.86
marcmoore,2023-02-22 22:14:13.000000,948.81
harringtonpaul,2023-02-04 23:56:47.000000,70.93
gsmith,2023-02-01 04:16:37.000000,91.08
james13,2023-03-31 07:08:19.000000,779.61
curtis05,2023-01-14 02:33:40.000000,288.62
mcneilalexander,2023-02-13 20:04:31.000000,741.78
joannemiller,2023-02-07 08:33:57.000000,793.59
james60,2023-02-10 03:19:39.000000,900.03
sherry93,2023-03-25 11:30:24.000000,98.3
veronica20,2023-01-07 23:04:32.000000,463.39
salazarkevin,2023-01-28 21:48:15.000000,491.67
pearsondavid,2023-02-05 10:34:19.000000,281.57
christopherroberts,2023-03-12 00:35:24.000000,614.83
frankdanielle,2023-02-02 01:01:22.000000,807.06
colemancasey,2023-03-21 20:17:09.000000,163.69
zgilbert,2023-04-02 19:04:12.000000,505.13
kayla41,2023-03-13 00:26:11.000000,588.18
harristimothy,2023-03-10 23:45:54.000000,935.6
vkaiser,2023-03-11 12:37:59.000000,952.65
wbutler,2023-03-11 05:47:59.000000,245.65
mary68,2023-03-01 00:16:32.000000,569.36
taralambert,2023-02-19 07:40:58.000000,508.17
ibarker,2023-03-23 08:13:32.000000,813.19
mccarthyjames,2022-12-28 22:43:39.000000,144.47
sotorobert,2023-02-15 05:57:52.000000,819.79
cynthia63,2023-01-01 22:31:01.000000,924.39
elizabethfrazier,2023-01-12 17:50:50.000000,180.6
hooderika,2023-02-08 04:41:12.000000,616.74
hmassey,2023-03-26 17:15:24.000000,648.04
ipena,2023-04-02 06:57:55.000000,867.75
toddglover,2023-04-06 19:35:16.000000,652.72
stonetheresa,2022-12-26 15:20:29.000000,112.84
coryadkins,2023-04-02 20:51:35.000000,566.95
ypatterson,2023-01-26 19:52:36.000000,820.48
martinezmelanie,2022-12-27 03:03:32.000000,946.44
josephpage,2023-02-13 18:48:28.000000,475.06
bmichael,2023-04-03 01:12:25.000000,461.42
tapiabrenda,2023-02-15 15:19:49.000000,450.86
gordontaylor,2023-02-18 16:26:06.000000,971.02
iparsons,2022-12-13 03:23:43.000000,109.09
timothybrown,2023-02-03 16:46:25.000000,455.62
karen27,2023-02-17 19:34:16.000000,302.3
stacysmith,2023-04-03 23:34:53.000000,794.57
jennifer90,2023-01-08 14:42:13.000000,759.84
dorothy99,2023-02-14 12:29:12.000000,578.48
angela99,2023-04-04 01:57:01.000000,352.32
